@USER @USER Yeah he is	NOT	@USER @USER Yeah he is
@USER @USER W had empathy and regrets . He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be	OFF	@USER @USER W had empathy and regrets. He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be
@USER But I am a good woman with a gun @USER URL	NOT	@USER But I am a good woman with a gun @USER URL
@USER @USER And Lambda would be on the lower end , as others are saying on the high end is trying for influence . Anyway , you are right in that I wasn't using better investment " exclusively from a $ return PoV , but from a " quality of life return " PoV ... some of that is money but not all . "	NOT	@USER @USER And Lambda would be on the lower end, as others are saying on the high end is trying for influence.  Anyway, you are right in that I wasn't using better investment" exclusively from a $ return PoV, but from a "quality of life return" PoV... some of that is money but not all."
Constitution Day -- the Most Important Commemoration of 2018 URL #ConstitutionDay #MAGA #KAG #Obama #Clinton #DeepState abuse of power : #Spygate #WitchHunt #Sedition = #TREASON	NOT	Constitution Day -- the Most Important Commemoration of 2018 URL  #ConstitutionDay #MAGA #KAG  #Obama #Clinton #DeepState abuse of power: #Spygate #WitchHunt #Sedition=#TREASON
#TuesdayThought . The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE !	OFF	#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!
@USER @USER @USER @USER @USER Except the ' consumers ' ( people ) don't want the NHS privatised ; they want it in public hands because it's an essential public service and not a capitalist market . Do you think everyone in this country is stupid ?	OFF	@USER @USER @USER @USER @USER Except the 'consumers' (people) don't want the NHS privatised; they want it in public hands because it's an essential public service and not a capitalist market.  Do you think everyone in this country is stupid?
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Cute	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Cute
@USER She is !!! 😍	NOT	@USER She is!!! 😍
@USER @USER Wife bet on Penn State ! He is upset !	NOT	@USER @USER Wife bet on Penn State! He is upset!
@USER And you KNOW he is probably saying the softest things and yet he looks like THIS : 💁 🏽 ‍ ♀ ️ 🌚 🌚 🌚 🙈 WHAT IS THE TRUTH ?!	NOT	@USER And you KNOW he is probably saying the softest things and yet he looks like THIS:  💁  🏽 ‍ ♀ ️ 🌚  🌚  🌚  🙈 WHAT IS THE TRUTH?!
@USER Liberals don't care anymore about democracy " . They will burn the country before let trump to govern two more years . Remember that the objective was to throw trump out of power within the first six months . "	NOT	@USER Liberals don't care anymore about democracy". They will burn the country before let trump to govern two more years. Remember that the objective was to throw trump out of power within the first six months."
@USER @USER @USER @USER @USER hey #sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of Congress ? Don't open your mouth it's extremely stink .	OFF	@USER @USER @USER @USER @USER hey #sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of Congress? Don't open your mouth it's extremely stink.
@USER @USER It would be an interesting study if people were more gullible in Victorian times ... with rising of the Antifa ...	NOT	@USER @USER It would be an interesting study if people were more gullible in Victorian times...with rising of the Antifa...
@USER @USER Cube has shown in the past that he is not in control of this . The investors on the board run the show . And they are super cheap .	OFF	@USER @USER Cube has shown in the past that he is not in control of this. The investors on the board run the show. And they are super cheap.
@USER @USER They on their bullshit	OFF	@USER @USER They on their bullshit
. @USER @USER @USER @USER @USER @USER @USER We did a great job of electing @USER and a terrible job of who we sent to congress to support him Conservatives left frustrated as Congress passes big spending bills URL	NOT	.@USER @USER @USER @USER @USER @USER @USER  We did a great job of electing @USER and a terrible job of who we sent to congress to support him   Conservatives left frustrated as Congress passes big spending bills URL
@USER bitch my life was flashing before my eyes	OFF	@USER bitch my life was flashing before my eyes
@USER not at all ! :)	NOT	@USER not at all! :)
@USER Do you have any idea how old he is ?	NOT	@USER Do you have any idea how old he is?
@USER He’s gonna tip him two new assholes	NOT	@USER He’s gonna tip him two new assholes
@USER You are my help	NOT	@USER You are my help
@USER Yeah she is	NOT	@USER Yeah she is
@USER @USER @USER @USER @USER @USER Congratulations !	NOT	@USER @USER @USER @USER @USER @USER Congratulations!
@USER @USER @USER @USER You've got nerve pointing the finger at other states with the murder rate you have . How's that gun control working for you ? Own it	NOT	@USER @USER @USER @USER You've got nerve pointing the finger at other states with the murder rate you have. How's that gun control working for you? Own it
@USER He’s a nut job and to republicans thinking he will support your “ let kids be murdered in school ” policy he says Emma Gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies . ( Personally I do but what the hell )	OFF	@USER He’s a nut job and to republicans thinking he will support your “let kids be murdered in school” policy he says Emma Gonzalez is his idol who is a gun control advocate so don’t be fooled unless you want liberal policies. (Personally I do but what the hell)
@USER @USER @USER Maybe something a little more recent to help you out . URL	NOT	@USER @USER @USER Maybe something a little more recent to help you out. URL
@USER @USER so sad 😭 #taketworeferenceswithmoniqueandchloe x	NOT	@USER @USER so sad 😭 #taketworeferenceswithmoniqueandchloe x
@USER @USER @USER @USER @USER Really ? It's okay to call for lynchings as long as you are a stand-up comic ? Hmm .	NOT	@USER @USER @USER @USER @USER Really? It's okay to call for lynchings as long as you are a stand-up comic? Hmm.
@USER @USER I don't trust @USER	NOT	@USER @USER I don't trust @USER
@USER HE is disrespecting the office . You are standing up to say that is unacceptable .	NOT	@USER HE is disrespecting the office. You are standing up to say that is unacceptable.
@USER The more this woman talks the more stupid she becomes . #TermLimits #Liberals	OFF	@USER The more this woman talks the more stupid she becomes. #TermLimits #Liberals
@USER Happy Birthday again Namjoon ! thank you for always sharing your thoughts and feelings with us ! you are a beautiful person with a beautiful mind and heart 💜 ✨ ♈ ️ URL	NOT	@USER Happy Birthday again Namjoon! thank you for always sharing your thoughts and feelings with us! you are a beautiful person with a beautiful mind and heart  💜  ✨  ♈ ️ URL
@USER A rich snow ❄ ️ here	NOT	@USER A rich snow  ❄ ️ here
@USER @USER @USER Well , they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine " C'mon are you chicken ? "	OFF	@USER @USER @USER Well, they'll cut out 299 pages and replace it with 1 saying everyone needs more chlorine"  C'mon are you chicken?"
#Westminster @USER #Tories @USER @USER @USER @USER WTF is going wrong with #police these days 😒 😠 😠 😠 URL	NOT	#Westminster @USER #Tories @USER @USER @USER @USER WTF is going wrong with #police these days  😒  😠  😠  😠 URL
@USER join our slack @USER	NOT	@USER join our slack @USER
@USER She’s not acc drunk she’s just v tired and took sleeping pills so she is being silly	OFF	@USER She’s not acc drunk she’s just v tired and took sleeping pills so she is being silly
@USER How awesome ! Takes pictures ! She is such an icon and legend . What a pioneer for women ! Enjoy it !	NOT	@USER How awesome!  Takes pictures!  She is such an icon and legend.  What a pioneer for women!  Enjoy it!
@USER Yes bitch 😭 😭 😭 😭	OFF	@USER Yes bitch  😭  😭  😭  😭
@USER @USER She should be prosecuted to the fullest extent of the law . The tragic waste of such a beautiful person ! Her incompetency and hasty judgement has ruined his family and friends lives . I know she is devastated but that is little comfort to his loved ones . 😔 🙏 🏼	OFF	@USER @USER She should be prosecuted to the fullest extent of the law.  The tragic waste of such a beautiful person!  Her incompetency and hasty judgement has ruined his family and friends lives.  I know she is devastated but that is little comfort to his loved ones. 😔  🙏  🏼
@USER A new hero . God bless him	NOT	@USER A new hero. God bless him
@USER A lot of democrats and liberals are even criticizing him for giving him the hug he asked for !!	NOT	@USER A lot of democrats and liberals are even criticizing him for giving him the hug he asked for!!
